no,status,first_shown,shown_count,id,name_ja,name_en,domain,domain_top,difficulty,thinkers,related,summary,seed,Obsidian
150,未出,,0,positive_violence,ポジティブな暴力,Positive Violence,現代思想,現代思想,2,ビョンチョル・ハン,foucault; panopticon; ubermensch; nietzsche; flow_experience,強制や禁止による「否定的な」権力ではなく、「できる」…,強制や禁止による「否定的な」権力ではなく、「できる」という 肯定の過剰が主体を内側から搾取する様式。ハンは『疲労社会』で、 規律社会（フーコー）から達成社会への移行を論じ、他者から与えられる 害が自己から与えられる害に置き換わったと指摘する。搾取者と被搾取者が 同一人物であるため抵抗の相手が見えない。W13 の主軸。,
151,未出,,0,freundlichkeit,世界親和性（フロイントリヒカイト）,Freundlichkeit / World-Friendliness,現代思想,現代思想,3,ビョンチョル・ハン; 道元,muga; anatman; sunyata; dogen; heidegger; sorge,「親切さ」とは訳しきれない、世界と他者へ開かれた自己…,「親切さ」とは訳しきれない、世界と他者へ開かれた自己のあり方。 ハンが禅の「大死」——自我の解体——から汲み、魂を閉じた城ではなく 「世界の招待客室（guesthouse）」として捉え直す概念。ハイデガーの 本来性が死への先駆という自己内閉に留まるのに対し、他者性への 開口部を積極的に置く点で異なる。達成社会の解毒剤として提示される。,
152,未出,,0,eternal_recurrence,永劫回帰,Eternal Recurrence,現代思想,現代思想,3,ニーチェ,nietzsche; ubermensch; deleuze,もし全く同じ生をもう一度生きねばならないとしたら—ニ…,もし全く同じ生をもう一度生きねばならないとしたら— ニーチェが提示した実存的思考実験。すべての瞬間を肯定できる 強さこそ超人の証、として時間と生の意味を問う。,
153,未出,,0,vita_contemplativa,観想的生,Vita Contemplativa,現代思想,現代思想,2,ビョンチョル・ハン; ハンナ・アーレント; アリストテレス,arendt; aristotle; positive_violence; mindfulness; ma,活動的生（vitaactiva）に対する、何もしない…,活動的生（vita activa）に対する、何もしないことに耐える生の様式。 アーレントが労働・仕事・活動として整理した活動的生に対し、ハンは 現代がそれを絶対化した結果として深い退屈（profound boredom）を 失い、創造の母胎を手放したと論じる。生産性の外側に価値の源泉を 置く思想で、経営における「考える時間」の確保にも接続する。,
154,未出,,0,ubermensch,超人,Übermensch,現代思想,現代思想,2,ニーチェ,nietzsche; eternal_recurrence; foucault,『ツァラトゥストラ』でニーチェが提示した、現存在を肯…,『ツァラトゥストラ』でニーチェが提示した、現存在を肯定し 新たな価値を創造する人間の理想像。神の死後の人類が 向かうべき自己超克の地平として、20 世紀思想に挑戦を投げた。,
155,未出,,0,husserl,フッサール,Husserl,現象学,現象学,3,フッサール,phenomenology; intentionality; lifeworld,現象学の創始者,現象学の創始者。『論理学研究』『イデーン』で意識の志向性を 分析、判断中止により事象そのものへ立ち戻る哲学的方法を 確立。後継の現象学運動を生み出した。,〇
156,未出,,0,dwelling,住まうこと,Dwelling / Wohnen,現象学,現象学,3,マルティン・ハイデガー; クリストファー・アレグザンダー,heidegger; being_in_the_world; pattern_language; ma; watsuji_tetsuro,「建てること、住まうこと、考えること」でハイデガーが…,「建てること、住まうこと、考えること」でハイデガーが示した、場所と 人間の根源的な関係。住まうとは建物の中にいることではなく、大地と空、 死すべき者と神的なものの四方界を保護しながらそこに留まること。 建築を機能の充足ではなく存在の様式として捉え直す視座で、パタン・ ランゲージにも影響した。,〇
157,未出,,0,intentionality,志向性,Intentionality,現象学,現象学,2,ブレンターノ; フッサール,phenomenology; yogachara,意識は常に「何かについての」意識であるという現象学の…,意識は常に「何かについての」意識であるという 現象学の根本原理。心的状態が必ず対象を持つ性質。,〇
158,未出,,0,phenomenology,現象学,Phenomenology,現象学,現象学,2,フッサール; ハイデガー; メルロ＝ポンティ,intentionality; lifeworld; embodiment,意識に現れるもの（現象）を、先入観を括弧に入れてその…,意識に現れるもの（現象）を、先入観を括弧に入れて そのあるがままに記述しようとする哲学的方法。 20世紀大陸哲学の出発点。,〇
159,未出,,0,body_schema,身体図式,Body Schema,現象学,現象学,2,モーリス・メルロ＝ポンティ; シャウン・ギャラガー,merleau_ponty; embodiment; embodied_cognition; extended_mind; affordance; interoception,意識して思い描く身体像（bodyimage）とは別に…,意識して思い描く身体像（body image）とは別に、行為の中で暗黙に働いて いる身体の編成。杖を使い慣れた人にとって杖の先が触覚の端になるように、 図式は道具や環境を取り込んで伸縮する。身体で覚えるとは、この図式が 書き換わることにほかならない。,〇
160,未出,,0,intersubjectivity,間主観性,Intersubjectivity,現象学,現象学,2,フッサール; シュッツ,lifeworld; theory_of_mind,個々の主観の閉じた世界ではなく、複数の主観のあいだで…,個々の主観の閉じた世界ではなく、複数の主観の あいだで共有される意味の世界。 社会的現実の現象学的基盤。,〇
161,未出,,0,enactive_cognition,エナクティブ認知,Enactive Cognition,認知科学,認知科学,3,フランシスコ・ヴァレラ; エヴァン・トンプソン,maturana_varela; autopoiesis; embodied_cognition,ヴァレラとトンプソンが提唱した認知科学の第三世代パラ…,ヴァレラとトンプソンが提唱した認知科学の第三世代パラダイム。 認知は脳内の表象処理ではなく、行為する身体が環境と共に 意味世界を生み出す行為そのものだとする視座。,
162,未出,,0,autopoiesis,オートポイエーシス,Autopoiesis,認知科学・生物学,認知科学,3,ウンベルト・マトゥラーナ; フランシスコ・ヴァレラ,maturana_varela; emergence; free_energy_principle,マトゥラーナとヴァレラが提示した、生命とは自分自身を…,マトゥラーナとヴァレラが提示した、生命とは自分自身を生成し 維持し続ける自律的システムであるという定義。情報入力に 反応する装置ではなく、閉じた自己生産系として生命を捉える。,
163,未出,,0,bateson,ベイトソン,Bateson,認知科学・人類学,認知科学,3,グレゴリー・ベイトソン,metacommunication; systems_thinking; maturana_varela,人類学・サイバネティクス・精神医学を横断した万能の知性,人類学・サイバネティクス・精神医学を横断した万能の知性。 『精神の生態学』で論理階型理論を用い、コミュニケーション・ 統合失調症・進化を貫く視座を提示した。,
164,未出,,0,maturana_varela,マトゥラーナ／ヴァレラ,Maturana & Varela,認知科学・神経生物学,認知科学,3,ウンベルト・マトゥラーナ; フランシスコ・ヴァレラ,embodied_cognition; predictive_processing; bateson,『知恵の樹』『オートポイエーシス』で生命と認知の連続…,『知恵の樹』『オートポイエーシス』で生命と認知の連続性を 打ち立てたチリの神経生物学者。生命とは自己生成する系であり、 認知は単なる情報処理ではないと示した。,
165,未出,,0,distributed_cognition,分散認知,Distributed Cognition,認知科学・組織学習論,認知科学,2,エドウィン・ハッチンズ,extended_mind; embodied_cognition; tacit_knowledge; seci_model,認知プロセスは個人の頭の中に閉じていない,認知プロセスは個人の頭の中に閉じていない。 船の航海、飛行機のコックピット、病院の手術室など、 複数の人と道具・環境が織りなす系全体が「認知の単位」として機能する。 ハッチンズ『Cognition in the Wild』(1995) が組織・チームの 学習と判断を分析する視座を提供する。,〇
166,未出,,0,embodied_cognition,身体化された認知,Embodied Cognition,認知科学,認知科学,2,ヴァレラ; ロッシュ; レイコフ,embodiment; extended_mind; conceptual_metaphor,認知は脳内の抽象的計算ではなく、身体と環境の相互作用…,認知は脳内の抽象的計算ではなく、身体と環境の 相互作用に根差している。 「体で考える」を認知科学的に基礎づける立場。,〇
167,未出,,0,idea,イデア,Idea / Form,古代哲学,古代哲学,2,プラトン,plato; apophatic_theology; ontology,『国家』『パイドン』でプラトンが立てた、感覚的現象の…,『国家』『パイドン』でプラトンが立てた、感覚的現象の 彼方にあって真の実在をなす形相の領域。中世神学・近代理性 主義の遠源、いまも哲学的議論の核に残る。,〇
168,未出,,0,episteme,エピステーメー,Episteme / Scientific Knowledge,古代哲学,古代哲学,2,アリストテレス; プラトン; ミシェル・フーコー,aristotle; theoria; techne; phronesis; falsifiability; foucault; paradigm_shift,論証によってbasisを示せる、普遍的で必然的な知,論証によって basis を示せる、普遍的で必然的な知。意見（ドクサ）と対比され、 近代科学の理想像の祖型になった。フーコーは同じ語を転用し、ある時代の知の 可能性を規定する無意識の枠組みという意味で用いた。「証拠を示せる知」だけを 知とみなす態度が何を切り捨てるか、という問いの出発点。,〇
169,未出,,0,techne,テクネー,Techne / Craft Knowledge,古代哲学,古代哲学,1,アリストテレス; プラトン,poiesis; phronesis; episteme; tacit_knowledge; knowledge_transfer; mcdonaldization,作り方を知っていること,作り方を知っていること。何をどう作れば目的の物が得られるかという、 伝達可能で規則化しうる知。マニュアルに書けるのはこの層であり、 書けない層が実践知として残る。W14 の調理学校が教えられたのはテクネーまで で、厨房が「教えようがない」と評したのはその先の判断だった。技術と技能の 差を語るときの古典的な足場。,〇
170,未出,,0,phronesis,実践知（プロネーシス）,Phronesis / Practical Wisdom,古代哲学,古代哲学,2,アリストテレス; ハンス＝ゲオルク・ガダマー; 野中郁次郎,aristotle; tacit_knowledge; techne; episteme; theoria; metis; seci_model,個別の状況で「いま何をなすべきか」を見極める知,個別の状況で「いま何をなすべきか」を見極める知。アリストテレスが 『ニコマコス倫理学』で、普遍を扱うエピステーメーや制作を導くテクネーと 区別して立てた。規則に還元できず、経験の蓄積と実践の反復によってのみ 育つ点で暗黙知と重なる。野中郁次郎はこれを「実践知リーダーシップ」として 経営に持ち込み、文脈を読んで適時に判断する能力を組織能力の核に据えた。 厨房の身体知（W14）も métis も、この系譜に置くと見通しがよくなる。,〇
171,未出,,0,theoria,観想知（テオリア）,Theoria / Contemplation,古代哲学,古代哲学,2,アリストテレス; ハンナ・アーレント,aristotle; phronesis; episteme; vita_contemplativa; arendt; mindfulness,変化しない普遍を、何かの役に立てるためではなく、ただ…,変化しない普遍を、何かの役に立てるためではなく、ただ見るために見る知の あり方。アリストテレスは人間の最高の活動をここに置いた。有用性から 切り離されている点が本質で、だからこそ近代の生産性の論理と最も鋭く 対立する。アーレントの vita contemplativa、ハンの「深い退屈」は この系譜の現代的な再提起である。,〇
172,未出,,0,seasonal_calendar,二十四節気・七十二候,Solar Terms and Pentads,日本思想,日本思想,1,渋川春海,phenology; mono_no_aware; ma; yanagita_kunio; motoori_norinaga,太陽の黄道上の位置で一年を24に分け、さらに5日程度…,太陽の黄道上の位置で一年を 24 に分け、さらに 5 日程度の 72 候に 細分する暦の体系。約 2500 年前の中国の気候を基に成立したため日本の 実感とずれる部分があり、七十二候は日本の風土に合わせて改訂された。 暦が自然の観察に合わせて書き換えられてきた事実そのものが、季節が 与件ではなく編集物であることを示す。,
173,未出,,0,teire,手入れ,Teire / Tending,日本思想,日本思想,1,養老孟司,maintenance_studies; care_ethics; wabi_sabi; yanagi_soetsu; ma,設計でも放置でもない第三の関わり方,設計でも放置でもない第三の関わり方。手つかずの自然より、人が手を入れた 里山にこそ豊かな生命が宿るという観察に根ざす。完成形を先に決めて作り込む のでもなく、自然に任せるのでもなく、毎日少しずつ相手の応答を見ながら 働きかけ続ける。化粧も子育ても組織も同じ構造を持つ。W16 の日本側の対応物。,
174,未出,,0,motoori_norinaga,本居宣長,Motoori Norinaga,日本思想・国学,日本思想,2,本居宣長,mono_no_aware; yanagita_kunio; kukai,『古事記伝』『源氏物語玉の小櫛』で国学を大成した江戸…,『古事記伝』『源氏物語玉の小櫛』で国学を大成した江戸期の 文献学者。漢意を排し、もののあはれという日本固有の感性を 学問の中心に据えた、近世国学最大の業績。,
175,未出,,0,kukai,空海,Kūkai,日本思想・仏教,日本思想,2,空海,dependent_origination; sunyata; mono_no_aware,真言密教を中国から日本に伝え、独自の思想体系『十住心…,真言密教を中国から日本に伝え、独自の思想体系『十住心論』 『声字実相義』を残した平安初期の僧。詩・書・教育・土木にも 卓越、万能の天才として日本思想史に屹立する。,
176,未出,,0,suzuki_daisetsu,鈴木大拙,D.T. Suzuki,日本思想・仏教学,日本思想,2,鈴木大拙,sunyata; anatman; nishida_kitaro,禅と日本仏教を英語圏に紹介し、20世紀世界の精神文化…,禅と日本仏教を英語圏に紹介し、20 世紀世界の精神文化に 深い影響を与えた仏教学者。『日本的霊性』で日本人の宗教的 感性を抽出、ユング・フロムと交流した。,
177,未出,,0,default_mode_network,デフォルトモードネットワーク,Default Mode Network,神経科学,神経科学,2,マーカス・ライクル,metacognition; mindfulness; interoception,何も意識的に課題に取り組んでいない静止時に活性化する…,何も意識的に課題に取り組んでいない静止時に活性化する 脳のネットワーク。ライクルらが同定、自己認識・想起・ 想像・心の彷徨いの神経基盤として注目される。,
178,未出,,0,reward_prediction_error,報酬予測誤差,Reward Prediction Error,神経科学・強化学習,神経科学,2,ウォルフラム・シュルツ,predictive_processing; reinforcement_learning_evolution; free_energy_principle,シュルツが発見した、予測した報酬と実際の報酬の差を符…,シュルツが発見した、予測した報酬と実際の報酬の差を 符号化するドーパミン信号。強化学習の理論と神経科学が 出会う中核機構。,
179,未出,,0,neuroplasticity,神経可塑性,Neuroplasticity,神経科学,神経科学,1,神経科学者群,predictive_processing; mindfulness; engram,脳は経験・学習・損傷に応じて構造と機能を変化させる柔…,脳は経験・学習・損傷に応じて構造と機能を変化させる 柔軟性を持つ—成人脳でも神経回路は再編成されるという 発見。リハビリ・教育・瞑想科学の基盤となった。,
180,未出,,0,free_energy_principle,自由エネルギー原理,Free Energy Principle,神経科学・理論生物学,神経科学,3,カール・フリストン,predictive_processing; conatus; embodied_cognition,脳・生命・知能を貫く統一原理,脳・生命・知能を貫く統一原理。あらゆる自己組織化系は 予測誤差（自由エネルギー）を最小化することで存在を 維持するという深い数理的枠組み。,
181,未出,,0,red_queen_hypothesis,赤の女王仮説,Red Queen Hypothesis,進化生物学,進化生物学,2,リー・ヴァン・ヴェイレン,coevolution; selfish_gene; ess,『同じ場所に留まるには走り続けねばならない』—ヴァン…,『同じ場所に留まるには走り続けねばならない』— ヴァン・ヴェイレンが提唱した、種は他種と共進化し続ける ことでようやく絶滅を免れるという進化仮説。,
182,未出,,0,ess,進化的安定戦略,Evolutionarily Stable Strategy,進化生物学・ゲーム理論,進化生物学,2,ジョン・メイナード＝スミス,prisoners_dilemma; selfish_gene; behavioral_economics,メイナード＝スミスがゲーム理論を進化に応用、安定的に…,メイナード＝スミスがゲーム理論を進化に応用、安定的に 維持される戦略を定義。一度集団に広まれば、別の戦略の 侵入を許さない頑健性—行動の進化的合理性の基本枠組み。,
183,未出,,0,fitness_landscape,適応度地形,Fitness Landscape,進化生物学,進化生物学,2,シューアル・ライト,adaptive_radiation; genetic_drift; genetic_algorithm,シューアル・ライトが導入した、遺伝子型空間の各点に適…,シューアル・ライトが導入した、遺伝子型空間の各点に 適応度を割り当てた多次元地形。山頂・谷・橋を持ち、 進化を最適化の山登り問題として可視化する強力なメタファー。,
184,未出,,0,adaptive_radiation,適応放散,Adaptive Radiation,進化生物学,進化生物学,1,チャールズ・ダーウィン,selfish_gene; fitness_landscape; coevolution,単一の祖先種が、新たな生態的地位を求めて多様な形質を…,単一の祖先種が、新たな生態的地位を求めて多様な形質を 獲得しながら短期間に種分化する現象。ダーウィンフィンチ、 ハワイのミツスイなどが典型例として知られる。,
185,未出,,0,middle_way,中道,Madhyamā Pratipad / Middle Way,仏教哲学,仏教哲学,2,釈迦; ナーガールジュナ,sunyata; dependent_origination,「有」と「無」、「常住」と「断滅」のような両極端を退…,「有」と「無」、「常住」と「断滅」のような両極端を 退ける思考の道。 ナーガールジュナの中観派の名の由来。,
186,未出,,0,hongaku_thought,本覚思想,Original Enlightenment,仏教哲学,仏教哲学,3,天台系僧侶,dogen; anatman; sunyata,すべての衆生は本来既に悟っているとする、平安期天台で…,すべての衆生は本来既に悟っているとする、平安期天台で 発展した日本仏教の独自思想。修行で悟りを得るのではなく、 現実そのものが悟りの場であるという、日本的霊性の源流。,
187,未出,,0,sunyata,空（くう）,Śūnyatā / Emptiness,仏教哲学,仏教哲学,3,ナーガールジュナ（龍樹）,dependent_origination; middle_way; anatman,あらゆる存在は固定した実体を持たず、関係のなかで成り立つ,あらゆる存在は固定した実体を持たず、関係のなかで 成り立つ。「無」ではなく「実体性の欠如」。 中観派の中心思想。,
188,未出,,0,uncertainty_principle,不確定性原理,Uncertainty Principle,量子力学,量子力学,2,ヴェルナー・ハイゼンベルク,schrodingers_cat; quantum_entanglement; falsifiability,位置と運動量を同時に厳密に測定することは原理的に不可…,位置と運動量を同時に厳密に測定することは原理的に不可能、 というハイゼンベルクの量子力学の基礎原理。 古典物理学の決定論的世界観に終止符を打った発見。,
189,未出,,0,many_worlds_interpretation,多世界解釈,Many-Worlds Interpretation,量子力学,量子力学,3,ヒュー・エヴェレット,copenhagen_interpretation; measurement_problem; schrodingers_cat,エヴェレットが1957年提示した、観測のたびに宇宙そ…,エヴェレットが 1957 年提示した、観測のたびに宇宙そのもの が分岐するという解釈。波動関数の収縮を仮定せず、量子 重ね合わせを全宇宙規模で実在として扱う。,
190,未出,,0,quantum_entanglement,量子もつれ,Quantum Entanglement,量子力学,量子力学,3,アインシュタイン; シュレーディンガー,uncertainty_principle; schrodingers_cat,離れた二粒子が一方の測定で他方の状態が瞬時に決まると…,離れた二粒子が一方の測定で他方の状態が瞬時に決まるという 量子力学の非局所相関。アインシュタインが『不気味な遠隔作用』 と呼んだ現象、量子情報技術の基盤となる。,
191,未出,,0,narrative_identity,ナラティブ・アイデンティティ,Narrative Identity,心理学,心理学,2,ポール・リクール; ダン・マクアダムス; ジェローム・ブルーナー,dialogical_self; active_listening; hermeneutic_dialogue; gadamer; generativity,自己とは実体ではなく、出来事を筋立てて語り直し続ける…,自己とは実体ではなく、出来事を筋立てて語り直し続けることで保たれる 物語である、という捉え方。リクールは時間の中の同一性をこの語りの働きに 見た。同じ経歴でも語り方が変われば別の人生になるため、対話は他者の 物語の書き換えに立ち会う営みになる。傾聴が単なる情報収集ではない理由。,
192,未出,,0,flow_experience,フロー体験,Flow,心理学,心理学,1,チクセントミハイ,mindfulness; embodied_cognition; dual_process_theory,課題の難しさと自分のスキルが釣り合った時に訪れる、時…,課題の難しさと自分のスキルが釣り合った時に訪れる、 時間感覚を忘れるほどの没入状態。 内発的動機づけと創造性の中核を成す経験。,
193,未出,,0,mindfulness,マインドフルネス,Mindfulness,心理学・瞑想科学,心理学,1,ジョン・カバットジン,flow_experience; anatman; embodied_cognition,『いま・ここ』の経験に評価を加えず気づき続ける心の状態,『いま・ここ』の経験に評価を加えず気づき続ける心の状態。 仏教瞑想を医療・経営に応用、ストレス低減と注意制御の 科学的エビデンスを蓄積した。,
194,未出,,0,resilience,レジリエンス,Resilience,心理学,心理学,1,アン・マステン,mindfulness; psychological_safety; predictive_processing,逆境や強いストレスから回復し、適応していく心理的・社…,逆境や強いストレスから回復し、適応していく心理的・ 社会的な能力。特別な資質ではなく『ありふれた魔法』 として誰もが備える適応の力。,
195,未出,,0,weather_and_mood,気象と気分,Weather and Mood,心理学,心理学,1,テッド・ヒューズ; ジョン・ラスキン,phenology; seasonal_calendar; interoception; qualia; mono_no_aware,気圧・気温・日照が感情と判断に及ぼす作用,気圧・気温・日照が感情と判断に及ぼす作用。誰もが幾らか「自然の 気圧計」である。気候を客観的に記録しても、それへの応答は極めて 個人的なものになる。ラスキンが 1884 年「十九世紀の嵐雲」で人と自然の 関係の破綻を予感したように、天気の意味は人が変わるにつれて変わる。 W17 の主軸が扱う主題。,
196,未出,,0,attention_mechanism,アテンション機構,Attention Mechanism,機械学習,機械学習,2,アシシュ・ヴァスワニ,representation_learning; foundation_model; predictive_processing,シーケンスの異なる位置間の重要性を動的に重み付けする機構,シーケンスの異なる位置間の重要性を動的に重み付けする 機構。ヴァスワニらの 2017 年 Transformer 論文で深層 学習の主流に、現代の大規模モデル全ての基盤となる。,
197,未出,,0,inductive_bias,帰納バイアス,Inductive Bias,機械学習,機械学習,2,トム・ミッチェル,overfitting; representation_learning; abduction,機械学習モデルが訓練データから一般化する際に持ち込む…,機械学習モデルが訓練データから一般化する際に持ち込む 前提・仮定。ミッチェルが概念化、学習可能性と汎化性能を 決定づける『何を期待するか』の枠組み。,
198,未出,,0,reinforcement_learning_evolution,強化学習と進化,RL and Evolution,機械学習・進化,機械学習,2,リチャード・サットン,genetic_algorithm; free_energy_principle; predictive_processing,報酬による試行錯誤の学習と、変異・選択による進化を統…,報酬による試行錯誤の学習と、変異・選択による進化を統一的に 捉える視座。深層強化学習と進化計算が交差、AI と生物学の 境界を再定義する。,〇
199,未出,,0,representation_learning,表現学習,Representation Learning,機械学習,機械学習,2,ヨシュア・ベンジオ,attention_mechanism; foundation_model; embodied_cognition,データから有用な特徴表現を自動的に学習する手法,データから有用な特徴表現を自動的に学習する手法。 ベンジオが体系化、深層学習の本質を『表現の階層的 学習』として定式化した。,〇
200,未出,,0,illegible_benefits,読めない便益,Illegible Benefits,科学哲学,科学哲学,2,カルロ・コルダスコ,quantification; legibility; goodharts_law; falsifiability; black_swan,変革的な技術のコストは既存の実践と比べて即座に測れる…,変革的な技術のコストは既存の実践と比べて即座に測れるが、最大の便益は まだ存在しない実践に依存するため測れない、という非対称。麻酔の批判者は リスクを正しく指摘したが、開心術が可能になることは予見できなかった。 「測れることと重要であることは同じではない」。測定に基づく慎重さが 体系的に保守へ傾く構造を説明する。,〇
201,未出,,0,maintenance_studies,メンテナンス研究,Maintenance Studies,科学技術社会論,科学技術社会論,1,アンドリュー・ラッセル; リー・ヴィンセル; デヴィッド・エジャトン,innovators_dilemma; broken_world_thinking; care_ethics; tacit_knowledge,イノベーション偏重の技術史を反転させ、既存のものを動…,イノベーション偏重の技術史を反転させ、既存のものを動かし続ける労働に 光を当てる領域。発明家は労働力の約 1% にすぎず、大半の仕事は維持である。 エジャトンの「technology-in-use」——扇風機も自動車の多くの部品も一世紀 ほとんど変わっていない——が典型。評価制度が「新しいことをした人」にしか 向かない組織への批判にもなる。W16 の主軸。,
202,未出,,0,broken_world_thinking,壊れた世界の思考,Broken World Thinking,科学技術社会論,科学技術社会論,2,スティーヴン・ジャクソン,maintenance_studies; care_ethics; actor_network_theory; resilience,世界は常に壊れつつあり、修理と保守こそが世界を成り立…,世界は常に壊れつつあり、修理と保守こそが世界を成り立たせている、と 出発点を反転させる視座。新奇性から出発する技術論に対し、摩耗・故障・ 修繕を一次的な事実として置く。誰が直しているのかを問うことで、 見えなくされてきた労働とケアが可視化される。,
203,未出,,0,quantification,定量化,Quantification,科学技術社会論,科学技術社会論,2,セオドア・ポーター; サリー・エングル・メリー,gdp; goodharts_law; legibility; panopticon; ontology,質的なものを数に置き換える営みと、それが社会に及ぼす作用,質的なものを数に置き換える営みと、それが社会に及ぼす作用。ポーターは 数値への信頼が「個人的判断への不信」から生まれたと論じた。測ることは 世界を写すのではなく作り変える——測られたものが管理の対象になり、 測られないものが存在しないかのように扱われる。W15 の主題。,
204,未出,,0,device_paradigm,装置パラダイム,Device Paradigm,科学技術社会論,科学技術社会論,2,アルバート・ボルグマン,maintenance_studies; tacit_knowledge; teire; embodiment; flow_experience,薪ストーブが暖房装置に置き換わるとき、暖かさは手に入…,薪ストーブが暖房装置に置き換わるとき、暖かさは手に入りやすくなる一方、 薪を割り火を守るという関わりの世界が消える。技術は財を「利用可能性」 として切り出し、それを支えていた文脈を背景に退ける——この構造を ボルグマンは装置パラダイムと呼んだ。対置されるのが焦点的実践 （focal practice）で、意味が行為そのものにある営みを指す。,
205,未出,,0,kant,カント,Kant,認識論・倫理学,認識論,3,カント,phenomenology; falsifiability; nietzsche,『純粋理性批判』で認識論を一変させた近代哲学の頂点,『純粋理性批判』で認識論を一変させた近代哲学の頂点。 コペルニクス的転回により、対象が認識に従うのではなく 認識が対象を構成すると示した。物自体・道徳法則を遺す。,
206,未出,,0,ding_an_sich,物自体,Ding an sich,認識論,認識論,3,カント,kant; copernican_revolution; qualia,カントが認識主観の彼方に措定した『物自体』,カントが認識主観の彼方に措定した『物自体』。 現象として現れるものの背後にあって、原理的に認識不可能な 実在。後の観念論・現象学・実在論論争の起点となる。,
207,未出,,0,metis,メティス（実践的狡知）,Metis,政治哲学,政治哲学,2,ジェームズ・C・スコット; マルセル・デティエンヌ; ジャン＝ピエール・ヴェルナン,legibility; phronesis; tacit_knowledge; wild_knowledge; teire,移ろう状況に即応する、その場かぎりの狡知,移ろう状況に即応する、その場かぎりの狡知。古代ギリシアでは船乗りや レスラーの技として語られた。スコットは『国家のように見る』でこれを 中心概念に据え、標準化された技術知が上から現場を組み替えるときに 真っ先に失われるものとして描いた。記録に載らないがゆえに、計画の 失敗が起きて初めてその存在が分かる。,〇
208,未出,,0,rawls,ロールズ,Rawls,政治哲学,政治哲学,2,ジョン・ロールズ,arendt; marx; human_capital,『正義論』で現代政治哲学を再生させたハーバードの哲学者,『正義論』で現代政治哲学を再生させたハーバードの哲学者。 無知のヴェールの背後で選ばれる正義の原理という思考実験で、 自由と平等の両立を理論化した。,
209,未出,,0,isaiah_berlin_pluralism,価値多元論,Value Pluralism,政治哲学,政治哲学,2,アイザイア・バーリン,hedgehog_and_fox; rawls; arendt; middle_way,人間が追求する価値は複数あり、それらは相互に還元でき…,人間が追求する価値は複数あり、それらは相互に還元できず、しばしば 両立しない——自由と平等、正義と慈悲のように。だから正しい答えが 一つに定まる場面ばかりではなく、選択には必ず失われるものがある。 相対主義（どれも等価）とは異なり、価値そのものは実在するとみなす。 トレードオフを消せない経営判断の哲学的な足場。,
210,未出,,0,legibility,可読性（国家の視線）,Legibility,政治哲学,政治哲学,2,ジェームズ・C・スコット,quantification; goodharts_law; tacit_knowledge; panopticon; wild_knowledge,国家が複雑で局所的な現実を、上から把握・管理できる標…,国家が複雑で局所的な現実を、上から把握・管理できる標準化された格子に 整形する作用。地籍・姓・度量衡・都市計画がその装置で、把握を可能にする のと引き換えに、記録に載らない知——スコットが métis と呼ぶ実践知——を 切り捨てる。ハイモダニズムの計画が失敗する構造を説明する。,
211,未出,,0,godel,ゲーデル,Gödel,数学・論理学,数学,3,クルト・ゲーデル,incompleteness_theorem; computability; turing,不完全性定理で20世紀数学の前提を覆したオーストリア…,不完全性定理で 20 世紀数学の前提を覆したオーストリア系 論理学者。形式体系の限界と自己言及の構造を露わにし、 ヒルベルト・プログラムを根底から揺るがした。,
212,未出,,0,turing,チューリング,Turing,数学・計算機科学,数学,2,アラン・チューリング,turing_test; computability; godel,計算可能性の定義となるチューリング機械を考案し、第二…,計算可能性の定義となるチューリング機械を考案し、 第二次大戦中のエニグマ解読でも貢献したイギリスの数学者。 AI 研究の祖、生物形態形成理論にも先駆的業績。,
213,未出,,0,incompleteness_theorem,不完全性定理,Incompleteness Theorem,数学・論理学,数学,3,クルト・ゲーデル,falsifiability; paradigm_shift; ontology,いかなる十分強い形式体系も、自身の無矛盾性を内部で証…,いかなる十分強い形式体系も、自身の無矛盾性を内部で証明 できず、真であって証明不可能な命題を含むことを示した ゲーデルの定理。数学の限界と知の自己言及を露わにした。,
214,未出,,0,berlin_wisdom_paradigm,ベルリン知恵パラダイム,Berlin Wisdom Paradigm,発達心理学,発達心理学,2,パウル・バルテス; ウルズラ・シュタウディンガー,tacit_knowledge; metacognition; dual_process_theory; heuristics,知恵を「生の根本的な事柄に関する専門知識」として操作…,知恵を「生の根本的な事柄に関する専門知識」として操作的に定義し、 実証研究の対象にした枠組み。豊かな事実的知識・方法的知識・ 生涯発達的文脈主義・価値相対主義・不確実性の受容の 5 基準で評価する。 加齢が流動性知能を落とす一方、この種の判断力は保たれうることを示した。 W12「老いと暗黙知」の骨格。,
215,未出,,0,generativity,世代継承性,Generativity,発達心理学,発達心理学,1,エリク・エリクソン; ダン・マクアダムス,berlin_wisdom_paradigm; narrative_identity; care_ethics; knowledge_transfer; teire,次の世代を育て、自分の後に残るものに関わろうとする志向,次の世代を育て、自分の後に残るものに関わろうとする志向。エリクソンは 成人期中期の発達課題として、これが果たされないときに停滞が生じると 論じた。何かを教える・遺す・引き継ぐという行為が、受け手のためだけで なく担い手自身の発達条件でもある、という双方向性が要点。事業承継や シニアの対話事業の心理学的な土台になる。,
